Entrez_ID	Ensemble_ID_human	Gene_symbol_human
65083	ENSG00000165271	NOL6
51406	ENSG00000225921	NOL7
55035	ENSG00000198000	NOL8
79707	ENSG00000162408	NOL9
9221	ENSG00000166197	NOLC1
64434	ENSG00000146909	NOM1
23420	ENSG00000103512	NOMO1
4841	ENSG00000147140	NONO
55505	ENSG00000182117	NOP10
8602	ENSG00000087269	NOP14
51491	ENSG00000048162	NOP16
4839	ENSG00000111641	NOP2
10528	ENSG00000101361	NOP56
51602	ENSG00000055044	NOP58
161424	ENSG00000196943	NOP9
4842	ENSG00000089250	NOS1
4843	ENSG00000007171	NOS2
4846	ENSG00000164867	NOS3
51070	ENSG00000142546	NOSIP
115677	ENSG00000163072	NOSTRIN
4851	ENSG00000148400	NOTCH1
4853	ENSG00000134250	NOTCH2
4854	ENSG00000074181	NOTCH3
4855	ENSG00000204301	NOTCH4
147111	ENSG00000185269	NOTUM
4856	ENSG00000136999	NOV
4857	ENSG00000139910	NOVA1
4858	ENSG00000104967	NOVA2
27035	ENSG00000007952	NOX1
50508	ENSG00000074771	NOX3
50507	ENSG00000086991	NOX4
124056	ENSG00000196408	NOXO1
122945	ENSG00000165555	NOXRED1
4861	ENSG00000130751	NPAS1
4862	ENSG00000170485	NPAS2
64067	ENSG00000151322	NPAS3
266743	ENSG00000174576	NPAS4
4863	ENSG00000149308	NPAT
256933	ENSG00000183979	NPB
2831	ENSG00000183729	NPBWR1
4864	ENSG00000141458	NPC1
29881	ENSG00000015520	NPC1L1
10577	ENSG00000119655	NPC2
79716	ENSG00000215440	NPEPL1
9520	ENSG00000141279	NPEPPS
64106	ENSG00000148734	NPFFR1
10886	ENSG00000056291	NPFFR2
4867	ENSG00000144061	NPHP1
261734	ENSG00000131697	NPHP4
4868	ENSG00000161270	NPHS1
7827	ENSG00000116218	NPHS2
80896	ENSG00000135838	NPL
55666	ENSG00000182446	NPLOC4
10361	ENSG00000158806	NPM2
10360	ENSG00000107833	NPM3
255743	ENSG00000168743	NPNT
4878	ENSG00000175206	NPPA
4880	ENSG00000163273	NPPC
4881	ENSG00000169418	NPR1
4882	ENSG00000159899	NPR2
4883	ENSG00000113389	NPR3
10641	ENSG00000114388	NPRL2
8131	ENSG00000103148	NPRL3
387129	ENSG00000187258	NPSR1
27020	ENSG00000156642	NPTN
4884	ENSG00000171246	NPTX1
4885	ENSG00000106236	NPTX2
4852	ENSG00000122585	NPY
4886	ENSG00000164128	NPY1R
4887	ENSG00000185149	NPY2R
5540	ENSG00000204174	NPY4R
4889	ENSG00000164129	NPY5R
1728	ENSG00000181019	NQO1
4835	ENSG00000124588	NQO2
190	ENSG00000169297	NR0B1
9572	ENSG00000126368	NR1D1
9975	ENSG00000174738	NR1D2
7376	ENSG00000131408	NR1H2
10062	ENSG00000025434	NR1H3
8856	ENSG00000144852	NR1I2
9970	ENSG00000143257	NR1I3
7181	ENSG00000120798	NR2C1
7182	ENSG00000177463	NR2C2
126382	ENSG00000184162	NR2C2AP
7101	ENSG00000112333	NR2E1
10002	ENSG00000278570	NR2E3
7025	ENSG00000175745	NR2F1
7026	ENSG00000185551	NR2F2
2063	ENSG00000160113	NR2F6
2908	ENSG00000113580	NR3C1
4306	ENSG00000151623	NR3C2
3164	ENSG00000123358	NR4A1
4929	ENSG00000153234	NR4A2
8013	ENSG00000119508	NR4A3
2516	ENSG00000136931	NR5A1
2494	ENSG00000116833	NR5A2
2649	ENSG00000148200	NR6A1
4892	ENSG00000197893	NRAP
441478	ENSG00000198435	NRARP
4893	ENSG00000213281	NRAS
29982	ENSG00000148572	NRBF2
29959	ENSG00000115216	NRBP1
340371	ENSG00000185189	NRBP2
4897	ENSG00000091129	NRCAM
4898	ENSG00000078618	NRDC
55051	ENSG00000119720	NRDE2
9315	ENSG00000134986	NREP
4899	ENSG00000106459	NRF1
3084	ENSG00000157168	NRG1
9542	ENSG00000158458	NRG2
10718	ENSG00000185737	NRG3
145957	ENSG00000169752	NRG4
4900	ENSG00000154146	NRGN
8204	ENSG00000180530	NRIP1
56675	ENSG00000175352	NRIP3
203447	ENSG00000123572	NRK
4901	ENSG00000129535	NRL
11270	ENSG00000137404	NRM
51299	ENSG00000124785	NRN1
8829	ENSG00000099250	NRP1
8828	ENSG00000118257	NRP2
375387	ENSG00000174004	NRROS
140767	ENSG00000152954	NRSN1
80023	ENSG00000125841	NRSN2
4902	ENSG00000171119	NRTN
9378	ENSG00000179915	NRXN1
9379	ENSG00000110076	NRXN2
9369	ENSG00000021645	NRXN3
10412	ENSG00000164346	NSA2
64324	ENSG00000165671	NSD1
50814	ENSG00000147383	NSDHL
4905	ENSG00000073969	NSF
55968	ENSG00000088833	NSFL1C
25936	ENSG00000117697	NSL1
8439	ENSG00000035681	NSMAF
197370	ENSG00000169189	NSMCE1
286053	ENSG00000156831	NSMCE2
54780	ENSG00000107672	NSMCE4A
26012	ENSG00000165802	NSMF
54888	ENSG00000037474	NSUN2
63899	ENSG00000178694	NSUN3
387338	ENSG00000117481	NSUN4
55695	ENSG00000130305	NSUN5
221078	ENSG00000241058	NSUN6
79730	ENSG00000179299	NSUN7
30833	ENSG00000125458	NT5C
84618	ENSG00000116981	NT5C1A
93034	ENSG00000185013	NT5C1B
22978	ENSG00000076685	NT5C2
51251	ENSG00000122643	NT5C3A
115024	ENSG00000141698	NT5C3B
221294	ENSG00000178425	NT5DC1
64943	ENSG00000168268	NT5DC2
51559	ENSG00000111696	NT5DC3
4907	ENSG00000135318	NT5E
56953	ENSG00000205309	NT5M
123803	ENSG00000157045	NTAN1
4908	ENSG00000185652	NTF3
4909	ENSG00000225950	NTF4
4913	ENSG00000065057	NTHL1
50863	ENSG00000182667	NTM
28989	ENSG00000148335	NTMT1
9423	ENSG00000065320	NTN1
59277	ENSG00000074527	NTN4
126147	ENSG00000142233	NTN5
22854	ENSG00000162631	NTNG1
84628	ENSG00000196358	NTNG2
84284	ENSG00000135778	NTPCR
4914	ENSG00000198400	NTRK1
4915	ENSG00000148053	NTRK2
4916	ENSG00000140538	NTRK3
4922	ENSG00000133636	NTS
4923	ENSG00000101188	NTSR1
23620	ENSG00000169006	NTSR2
9891	ENSG00000074590	NUAK1
81788	ENSG00000163545	NUAK2
51667	ENSG00000013374	NUB1
4682	ENSG00000103274	NUBP1
10101	ENSG00000095906	NUBP2
80224	ENSG00000151413	NUBPL
4924	ENSG00000104805	NUCB1
4925	ENSG00000070081	NUCB2
64710	ENSG00000069275	NUCKS1
10726	ENSG00000090273	NUDC
84955	ENSG00000120526	NUDCD1
134492	ENSG00000170584	NUDCD2
23386	ENSG00000015676	NUDCD3
4521	ENSG00000106268	NUDT1
55190	ENSG00000196368	NUDT11
83594	ENSG00000112874	NUDT12
25961	ENSG00000166321	NUDT13
256281	ENSG00000183828	NUDT14
55270	ENSG00000136159	NUDT15
131870	ENSG00000198585	NUDT16
84309	ENSG00000168101	NUDT16L1
200035	ENSG00000186364	NUDT17
79873	ENSG00000275074	NUDT18
390916	ENSG00000213965	NUDT19
318	ENSG00000164978	NUDT2
11051	ENSG00000167005	NUDT21
84304	ENSG00000149761	NUDT22
11165	ENSG00000272325	NUDT3
11163	ENSG00000173598	NUDT4
11164	ENSG00000165609	NUDT5
11162	ENSG00000170917	NUDT6
283927	ENSG00000140876	NUDT7
53343	ENSG00000170502	NUDT9
83540	ENSG00000143228	NUF2
26747	ENSG00000083635	NUFIP1
57532	ENSG00000108256	NUFIP2
389643	ENSG00000189233	NUGGC
4926	ENSG00000137497	NUMA1
8650	ENSG00000133961	NUMB
57122	ENSG00000111581	NUP107
9972	ENSG00000124789	NUP153
9631	ENSG00000113569	NUP155
23279	ENSG00000030066	NUP160
23165	ENSG00000155561	NUP205
23225	ENSG00000132182	NUP210
91181	ENSG00000143552	NUP210L
8021	ENSG00000126883	NUP214
79023	ENSG00000075188	NUP37
348995	ENSG00000120253	NUP43
10762	ENSG00000093000	NUP50
53371	ENSG00000138750	NUP54
54830	ENSG00000198088	NUP62CL
79902	ENSG00000125450	NUP85
4927	ENSG00000108559	NUP88
9688	ENSG00000102900	NUP93
4928	ENSG00000110713	NUP98
9818	ENSG00000139496	NUP58
11097	ENSG00000136243	NUPL2
26471	ENSG00000176046	NUPR1
389493	ENSG00000185290	NUPR2
116150	ENSG00000153989	NUS1
51203	ENSG00000137804	NUSAP1
256646	ENSG00000184507	NUTM1
4931	ENSG00000143748	NVL
284434	ENSG00000188039	NWD1
57495	ENSG00000174145	NWD2
10482	ENSG00000162231	NXF1
56000	ENSG00000147206	NXF3
56001	ENSG00000269405	NXF2
64359	ENSG00000167693	NXN
115861	ENSG00000171773	NXNL1
158046	ENSG00000130045	NXNL2
120406	ENSG00000204361	NXPE2
91775	ENSG00000144815	NXPE3
54827	ENSG00000137634	NXPE4
30010	ENSG00000122584	NXPH1
11249	ENSG00000144227	NXPH2
11248	ENSG00000182575	NXPH3
11247	ENSG00000182379	NXPH4
29107	ENSG00000132661	NXT1
55916	ENSG00000101888	NXT2
222950	ENSG00000166924	NYAP1
57624	ENSG00000144460	NYAP2
57523	ENSG00000205978	NYNRIN
60506	ENSG00000188937	NYX
220323	ENSG00000184232	OAF
221443	ENSG00000124596	OARD1
4938	ENSG00000089127	OAS1
4939	ENSG00000111335	OAS2
4940	ENSG00000111331	OAS3
8638	ENSG00000135114	OASL
4942	ENSG00000065154	OAT
4946	ENSG00000104904	OAZ1
4947	ENSG00000180304	OAZ2
51686	ENSG00000143450	OAZ3
79991	ENSG00000107960	OBFC1
29989	ENSG00000171102	OBP2B
84033	ENSG00000154358	OBSCN
729330	ENSG00000253117	OC90
4948	ENSG00000104044	OCA2
79629	ENSG00000099330	OCEL1
54940	ENSG00000109180	OCIAD1
132299	ENSG00000145247	OCIAD2
100506658	ENSG00000197822	OCLN
4951	ENSG00000135175	OCM2
4952	ENSG00000122126	OCRL
4953	ENSG00000115758	ODC1
4957	ENSG00000136811	ODF2
57489	ENSG00000122417	ODF2L
113746	ENSG00000177947	ODF3
440836	ENSG00000177989	ODF3B
284451	ENSG00000181781	ODF3L2
146852	ENSG00000184650	ODF4
8481	ENSG00000046651	OFD1
4967	ENSG00000105953	OGDH
55753	ENSG00000197444	OGDHL
55239	ENSG00000087263	OGFOD1
79676	ENSG00000111325	OGFOD2
79701	ENSG00000181396	OGFOD3
11054	ENSG00000060491	OGFR
79627	ENSG00000119900	OGFRL1
4968	ENSG00000114026	OGG1
4969	ENSG00000106809	OGN
8473	ENSG00000147162	OGT
11339	ENSG00000104147	OIP5
170392	ENSG00000138315	OIT3
29789	ENSG00000138430	OLA1
55301	ENSG00000152463	OLAH
10439	ENSG00000130558	OLFM1
93145	ENSG00000105088	OLFM2
118427	ENSG00000118733	OLFM3
10562	ENSG00000102837	OLFM4
283298	ENSG00000183801	OLFML1
169611	ENSG00000185585	OLFML2A
25903	ENSG00000162745	OLFML2B
56944	ENSG00000116774	OLFML3
401427	ENSG00000243896	OR2A7
390201	ENSG00000172289	OR10V1
26333	ENSG00000185385	OR7A17
135941	ENSG00000221938	OR2A14
26248	ENSG00000171133	OR2K2
121275	ENSG00000172640	OR10AD1
26696	ENSG00000175143	OR2T1
442361	ENSG00000221989	OR2A2
26689	ENSG00000141194	OR4D1
390072	ENSG00000181074	OR52N4
255725	ENSG00000255307	OR52B2
120787	ENSG00000175485	OR52W1
392309	ENSG00000168828	OR13J1
81285	ENSG00000167332	OR51E2
7932	ENSG00000204657	OR2H2
26716	ENSG00000204688	OR2H1
116448	ENSG00000184221	OLIG1
10215	ENSG00000205927	OLIG2
167826	ENSG00000177468	OLIG3
4973	ENSG00000173391	OLR1
115209	ENSG00000162600	OMA1
4958	ENSG00000127083	OMD
4974	ENSG00000126861	OMG
3175	ENSG00000169856	ONECUT1
9480	ENSG00000119547	ONECUT2
390874	ENSG00000205922	ONECUT3
441161	ENSG00000203907	OOEP
4976	ENSG00000198836	OPA1
80207	ENSG00000125741	OPA3
4978	ENSG00000183715	OPCML
4983	ENSG00000079482	OPHN1
26873	ENSG00000178814	OPLAH
23596	ENSG00000054277	OPN3
94233	ENSG00000122375	OPN4
221391	ENSG00000124818	OPN5
4985	ENSG00000116329	OPRD1
4986	ENSG00000082556	OPRK1
4987	ENSG00000125510	OPRL1
4988	ENSG00000112038	OPRM1
26254	ENSG00000188770	OPTC
10133	ENSG00000123240	OPTN
80228	ENSG00000160991	ORAI2
93129	ENSG00000175938	ORAI3
220064	ENSG00000149716	ORAOV1
4998	ENSG00000085840	ORC1
4999	ENSG00000115942	ORC2
23595	ENSG00000135336	ORC3
5000	ENSG00000115947	ORC4
5001	ENSG00000164815	ORC5
23594	ENSG00000091651	ORC6
29095	ENSG00000123353	ORMDL2
94103	ENSG00000172057	ORMDL3
10956	ENSG00000135506	OS9
5007	ENSG00000110048	OSBP
23762	ENSG00000184792	OSBP2
114884	ENSG00000144645	OSBPL10
114885	ENSG00000144909	OSBPL11
114876	ENSG00000141447	OSBPL1A
9885	ENSG00000130703	OSBPL2
26031	ENSG00000070882	OSBPL3
114879	ENSG00000021762	OSBPL5
114880	ENSG00000079156	OSBPL6
114881	ENSG00000006025	OSBPL7
114882	ENSG00000091039	OSBPL8
114883	ENSG00000117859	OSBPL9
126014	ENSG00000170909	OSCAR
127700	ENSG00000116885	OSCP1
51526	ENSG00000132823	OSER1
55644	ENSG00000092094	OSGEP
29948	ENSG00000140961	OSGIN1
734	ENSG00000164823	OSGIN2
5008	ENSG00000099985	OSM
9180	ENSG00000145623	OSMR
130497	ENSG00000143867	OSR1
100128731	ENSG00000228474	OST4
58505	ENSG00000198856	OSTC
26578	ENSG00000134996	OSTF1
28962	ENSG00000081087	OSTM1
344901	ENSG00000188729	OSTN
5009	ENSG00000036473	OTC
146183	ENSG00000155719	OTOA
9381	ENSG00000115155	OTOF
340990	ENSG00000188162	OTOG
283310	ENSG00000165899	OTOGL
133060	ENSG00000163982	OTOP1
92736	ENSG00000183034	OTOP2
347741	ENSG00000182938	OTOP3
150677	ENSG00000178602	OTOS
23440	ENSG00000171540	OTP
55611	ENSG00000167770	OTUB1
78990	ENSG00000089723	OTUB2
220213	ENSG00000165312	OTUD1
23252	ENSG00000169914	OTUD3
54726	ENSG00000164164	OTUD4
55593	ENSG00000068308	OTUD5
51633	ENSG00000155100	OTUD6B
161725	ENSG00000169918	OTUD7A
56957	ENSG00000264522	OTUD7B
90268	ENSG00000154124	OTULIN
5013	ENSG00000115507	OTX1
5015	ENSG00000165588	OTX2
5017	ENSG00000172818	OVOL1
58495	ENSG00000125850	OVOL2
728361	ENSG00000105261	OVOL3
5018	ENSG00000155463	OXA1L
5019	ENSG00000083720	OXCT1
27199	ENSG00000165621	OXGR1
339229	ENSG00000204237	OXLD1
92106	ENSG00000154814	OXNAD1
55074	ENSG00000164830	OXR1
54995	ENSG00000151093	OXSM
9943	ENSG00000172939	OXSR1
5020	ENSG00000101405	OXT
5021	ENSG00000180914	OXTR
5023	ENSG00000108405	P2RX1
22953	ENSG00000187848	P2RX2
5024	ENSG00000109991	P2RX3
5025	ENSG00000135124	P2RX4
5026	ENSG00000083454	P2RX5
9127	ENSG00000099957	P2RX6
5027	ENSG00000089041	P2RX7
5028	ENSG00000169860	P2RY1
64805	ENSG00000169313	P2RY12
9934	ENSG00000174944	P2RY14
5029	ENSG00000175591	P2RY2
5030	ENSG00000186912	P2RY4
5031	ENSG00000171631	P2RY6
5033	ENSG00000122884	P4HA1
8974	ENSG00000072682	P4HA2
283208	ENSG00000149380	P4HA3
5034	ENSG00000185624	P4HB
54681	ENSG00000178467	P4HTM
23761	ENSG00000241878	PISD
5036	ENSG00000170515	PA2G4
80336	ENSG00000101104	PABPC1L
8761	ENSG00000090621	PABPC4
132430	ENSG00000254535	PABPC4L
140886	ENSG00000174740	PABPC5
135138	ENSG00000112530	PACRG
133015	ENSG00000163138	PACRGL
55690	ENSG00000175115	PACS1
23241	ENSG00000179364	PACS2
29993	ENSG00000124507	PACSIN1
11252	ENSG00000100266	PACSIN2
29763	ENSG00000165912	PACSIN3
29943	ENSG00000142623	PADI1
11240	ENSG00000117115	PADI2
353238	ENSG00000276747	PADI6
54623	ENSG00000006712	PAF1
5048	ENSG00000007168	PAFAH1B1
5049	ENSG00000168092	PAFAH1B2
5050	ENSG00000079462	PAFAH1B3
5051	ENSG00000158006	PAFAH2
55824	ENSG00000076641	PAG1
5053	ENSG00000171759	PAH
10606	ENSG00000128050	PAICS
10605	ENSG00000172239	PAIP1
51247	ENSG00000120727	PAIP2
400961	ENSG00000124374	PAIP2B
5058	ENSG00000149269	PAK1
55003	ENSG00000111845	PAK1IP1
5062	ENSG00000180370	PAK2
5063	ENSG00000077264	PAK3
10298	ENSG00000130669	PAK4
56924	ENSG00000137843	PAK6
57144	ENSG00000101349	PAK7
79728	ENSG00000083093	PALB2
27143	ENSG00000107719	PALD1
23022	ENSG00000129116	PALLD
5064	ENSG00000099864	PALM
342979	ENSG00000187867	PALM3
54873	ENSG00000099260	PALMD
5066	ENSG00000145730	PAM
51025	ENSG00000217930	PAM16
25891	ENSG00000149090	PAMR1
9924	ENSG00000135473	PAN2
255967	ENSG00000152520	PAN3
53354	ENSG00000152782	PANK1
80025	ENSG00000125779	PANK2
79646	ENSG00000120137	PANK3
55229	ENSG00000157881	PANK4
24145	ENSG00000110218	PANX1
56666	ENSG00000073150	PANX2
196743	ENSG00000148832	PAOX
167153	ENSG00000164329	PAPD4
64282	ENSG00000121274	PAPD5
11044	ENSG00000112941	PAPD7
390928	ENSG00000183760	ACP7
89932	ENSG00000100767	PAPLN
10914	ENSG00000090060	PAPOLA
56903	ENSG00000218823	PAPOLB
64895	ENSG00000115421	PAPOLG
5069	ENSG00000182752	PAPPA
60676	ENSG00000116183	PAPPA2
9061	ENSG00000138801	PAPSS1
9060	ENSG00000198682	PAPSS2
152559	ENSG00000163291	PAQR3
124222	ENSG00000162073	PAQR4
54852	ENSG00000137819	PAQR5
79957	ENSG00000160781	PAQR6
164091	ENSG00000182749	PAQR7
85315	ENSG00000170915	PAQR8
344838	ENSG00000188582	PAQR9
56288	ENSG00000148498	PARD3
117583	ENSG00000116117	PARD3B
50855	ENSG00000102981	PARD6A
84612	ENSG00000124171	PARD6B
84552	ENSG00000178184	PARD6G
8505	ENSG00000227345	PARG
5071	ENSG00000185345	PARK2
11315	ENSG00000116288	PARK7
55486	ENSG00000175193	PARL
25849	ENSG00000169116	PARM1
5073	ENSG00000140694	PARN
142	ENSG00000143799	PARP1
57097	ENSG00000111224	PARP11
64761	ENSG00000059378	PARP12
54625	ENSG00000173193	PARP14
54956	ENSG00000138617	PARP16
10038	ENSG00000129484	PARP2
10039	ENSG00000041880	PARP3
143	ENSG00000102699	PARP4
56965	ENSG00000137817	PARP6
79668	ENSG00000151883	PARP8
83666	ENSG00000138496	PARP9
55010	ENSG00000185480	PARPBP
25973	ENSG00000162396	PARS2
55742	ENSG00000197702	PARVA
29780	ENSG00000188677	PARVB
64098	ENSG00000138964	PARVG
23178	ENSG00000115687	PASK
399967	ENSG00000196844	PATE2
399968	ENSG00000237353	PATE4
219988	ENSG00000166889	PATL1
197135	ENSG00000229474	PATL2
23598	ENSG00000100105	PATZ1
5074	ENSG00000177425	PAWR
5075	ENSG00000125813	PAX1
5076	ENSG00000075891	PAX2
5078	ENSG00000106331	PAX4
5079	ENSG00000196092	PAX5
5080	ENSG00000007372	PAX6
5083	ENSG00000198807	PAX9
94104	ENSG00000159086	PAXBP1
22976	ENSG00000157212	PAXIP1
51260	ENSG00000102390	PBDC1
55872	ENSG00000168078	PBK
55193	ENSG00000163939	PBRM1
5087	ENSG00000185630	PBX1
5090	ENSG00000167081	PBX3
80714	ENSG00000105717	PBX4
57326	ENSG00000163346	PBXIP1
5092	ENSG00000166228	PCBD1
84105	ENSG00000132570	PCBD2
5093	ENSG00000169564	PCBP1
5094	ENSG00000197111	PCBP2
54039	ENSG00000183570	PCBP3
57060	ENSG00000090097	PCBP4
5095	ENSG00000175198	PCCA
5096	ENSG00000114054	PCCB
5097	ENSG00000156453	PCDH1
57575	ENSG00000138650	PCDH10
27328	ENSG00000102290	PCDH11X
51294	ENSG00000113555	PCDH12
65217	ENSG00000150275	PCDH15
27253	ENSG00000118946	PCDH17
54510	ENSG00000189184	PCDH18
57526	ENSG00000165194	PCDH19
64881	ENSG00000280165	PCDH20
5099	ENSG00000169851	PCDH7
5100	ENSG00000136099	PCDH8
5101	ENSG00000184226	PCDH9
29930	ENSG00000171815	PCDHB1
56130	ENSG00000113211	PCDHB6
56129	ENSG00000113212	PCDHB7
56128	ENSG00000120322	PCDHB8
57717	ENSG00000272674	PCDHB16
56126	ENSG00000120324	PCDHB10
56125	ENSG00000197479	PCDHB11
56122	ENSG00000120327	PCDHB14
56132	ENSG00000113205	PCDHB3
56131	ENSG00000081818	PCDHB4
26167	ENSG00000113209	PCDHB5
64773	ENSG00000132635	PCED1A
91523	ENSG00000179715	PCED1B
51585	ENSG00000165494	PCF11
84759	ENSG00000115289	PCGF1
7703	ENSG00000277258	PCGF2
10336	ENSG00000185619	PCGF3
84333	ENSG00000180628	PCGF5
84108	ENSG00000156374	PCGF6
55795	ENSG00000126226	PCID2
63935	ENSG00000100982	PCIF1
5106	ENSG00000100889	PCK2
27445	ENSG00000186472	PCLO
5108	ENSG00000078674	PCM1
5110	ENSG00000120265	PCMT1
115294	ENSG00000168300	PCMTD1
55251	ENSG00000203880	PCMTD2
5111	ENSG00000132646	PCNA
57092	ENSG00000081154	PCNP
5116	ENSG00000160299	PCNT
22990	ENSG00000100731	PCNX
80003	ENSG00000135749	PCNXL2
399909	ENSG00000197136	PCNXL3
64430	ENSG00000126773	PCNXL4
26577	ENSG00000163710	PCOLCE2
126006	ENSG00000174788	PCP2
654790	ENSG00000248485	PCP4L1
5122	ENSG00000175426	PCSK1
27344	ENSG00000102109	PCSK1N
5126	ENSG00000125851	PCSK2
54760	ENSG00000115257	PCSK4
5125	ENSG00000099139	PCSK5
5046	ENSG00000140479	PCSK6
9159	ENSG00000160613	PCSK7
255738	ENSG00000169174	PCSK9
58488	ENSG00000141179	PCTP
5091	ENSG00000173599	PC
51449	ENSG00000116005	PCYOX1
78991	ENSG00000145882	PCYOX1L
5130	ENSG00000161217	PCYT1A
9468	ENSG00000102230	PCYT1B
5833	ENSG00000185813	PCYT2
11333	ENSG00000106244	PDAP1
5132	ENSG00000116703	PDC
11235	ENSG00000114209	PDCD10
22984	ENSG00000148843	PDCD11
80380	ENSG00000197646	PDCD1LG2
5134	ENSG00000071994	PDCD2
84306	ENSG00000126249	PDCD2L
27250	ENSG00000150593	PDCD4
9141	ENSG00000105185	PDCD5
10016	ENSG00000249915	PDCD6
10015	ENSG00000170248	PDCD6IP
10081	ENSG00000090470	PDCD7
5082	ENSG00000136940	PDCL
79031	ENSG00000115539	PDCL3
347862	ENSG00000177225	PDDC1
10846	ENSG00000112541	PDE10A
50940	ENSG00000128655	PDE11A
201626	ENSG00000174840	PDE12
5136	ENSG00000115252	PDE1A
5153	ENSG00000123360	PDE1B
5137	ENSG00000154678	PDE1C
5138	ENSG00000186642	PDE2A
5139	ENSG00000172572	PDE3A
5140	ENSG00000152270	PDE3B
5141	ENSG00000065989	PDE4A
5142	ENSG00000184588	PDE4B
5143	ENSG00000105650	PDE4C
5144	ENSG00000113448	PDE4D
9659	ENSG00000178104	PDE4DIP
8654	ENSG00000138735	PDE5A
5145	ENSG00000132915	PDE6A
5158	ENSG00000133256	PDE6B
5146	ENSG00000095464	PDE6C
5147	ENSG00000156973	PDE6D
5148	ENSG00000185527	PDE6G
5149	ENSG00000139053	PDE6H
5150	ENSG00000205268	PDE7A
27115	ENSG00000171408	PDE7B
5151	ENSG00000073417	PDE8A
8622	ENSG00000113231	PDE8B
5152	ENSG00000160191	PDE9A
5154	ENSG00000197461	PDGFA
5155	ENSG00000100311	PDGFB
56034	ENSG00000145431	PDGFC
80310	ENSG00000170962	PDGFD
5156	ENSG00000134853	PDGFRA
5159	ENSG00000113721	PDGFRB
5157	ENSG00000104213	PDGFRL
5160	ENSG00000131828	PDHA1
5162	ENSG00000168291	PDHB
8050	ENSG00000110435	PDHX
2923	ENSG00000167004	PDIA3
9601	ENSG00000155660	PDIA4
10954	ENSG00000065485	PDIA5
10130	ENSG00000143870	PDIA6
149420	ENSG00000175087	PDIK1L
5163	ENSG00000152256	PDK1
5164	ENSG00000005882	PDK2
5165	ENSG00000067992	PDK3
5166	ENSG00000004799	PDK4
9124	ENSG00000107438	PDLIM1
64236	ENSG00000120913	PDLIM2
27295	ENSG00000154553	PDLIM3
8572	ENSG00000131435	PDLIM4
10611	ENSG00000163110	PDLIM5
9260	ENSG00000196923	PDLIM7
54704	ENSG00000164951	PDP1
57546	ENSG00000172840	PDP2
5170	ENSG00000140992	PDPK1
55066	ENSG00000090857	PDPR
81572	ENSG00000088356	PDRG1
23244	ENSG00000121892	PDS5A
23047	ENSG00000083642	PDS5B
23590	ENSG00000148459	PDSS1
57107	ENSG00000164494	PDSS2
23042	ENSG00000179889	PDXDC1
8566	ENSG00000160209	PDXK
5173	ENSG00000101327	PDYN
51248	ENSG00000120509	PDZD11
23037	ENSG00000133401	PDZD2
79849	ENSG00000172367	PDZD3
57595	ENSG00000067840	PDZD4
79955	ENSG00000186862	PDZD7
118987	ENSG00000165650	PDZD8
255762	ENSG00000155714	PDZD9
5174	ENSG00000174827	PDZK1
10158	ENSG00000162366	PDZK1IP1
23024	ENSG00000121440	PDZRN3
29951	ENSG00000165966	PDZRN4
8682	ENSG00000162734	PEA15
79834	ENSG00000173517	PEAK1
5037	ENSG00000089220	PEBP1
157310	ENSG00000134020	PEBP4
5175	ENSG00000261371	PECAM1
55825	ENSG00000115425	PECR
553115	ENSG00000162517	PEF1
23089	ENSG00000242265	PEG10
5178	ENSG00000198300	PEG3
57162	ENSG00000197329	PELI1
57161	ENSG00000139946	PELI2
246330	ENSG00000174516	PELI3
53918	ENSG00000152684	PELO
27043	ENSG00000141456	PELP1
10400	ENSG00000133027	PEMT
5179	ENSG00000181195	PENK
56652	ENSG00000107815	C10orf2
5184	ENSG00000124299	PEPD
5187	ENSG00000179094	PER1
8864	ENSG00000132326	PER2
8863	ENSG00000049246	PER3
84808	ENSG00000187642	PERM1
64065	ENSG00000112378	PERP
23481	ENSG00000100029	PES1
100131801	ENSG00000229833	PET100
5189	ENSG00000127980	PEX1
5192	ENSG00000157911	PEX10
8800	ENSG00000166821	PEX11A
92960	ENSG00000104883	PEX11G
5193	ENSG00000108733	PEX12
5194	ENSG00000162928	PEX13
5195	ENSG00000142655	PEX14
9409	ENSG00000121680	PEX16
5824	ENSG00000162735	PEX19
5828	ENSG00000164751	PEX2
55670	ENSG00000215193	PEX26
8504	ENSG00000034693	PEX3
5830	ENSG00000139197	PEX5
51555	ENSG00000114757	PEX5L
5190	ENSG00000124587	PEX6
5191	ENSG00000112357	PEX7
5196	ENSG00000163737	PF4
5198	ENSG00000178921	PFAS
5201	ENSG00000113068	PFDN1
5202	ENSG00000143256	PFDN2
5203	ENSG00000101132	PFDN4
10471	ENSG00000204220	PFDN6
5207	ENSG00000158571	PFKFB1
5209	ENSG00000170525	PFKFB3
5210	ENSG00000114268	PFKFB4
5211	ENSG00000141959	PFKL
5213	ENSG00000152556	PFKM
5214	ENSG00000067057	PFKP
5216	ENSG00000108518	PFN1
5217	ENSG00000070087	PFN2
375189	ENSG00000176732	PFN4
5223	ENSG00000171314	PGAM1
5224	ENSG00000164708	PGAM2
192111	ENSG00000247077	PGAM5
80055	ENSG00000197121	PGAP1
27315	ENSG00000148985	PGAP2
93210	ENSG00000161395	PGAP3
84547	ENSG00000137338	PGBD1
79605	ENSG00000177614	PGBD5
5226	ENSG00000142657	PGD
